"smis_reference","event_date","period","place","report_title","description","injury_degree_2013","fwi_2013"
SMIS4339897,2022-01-06 13:30:00.000,202110,Willesden Euroterminal,Personal accident form,Backlog - Laceration sustained to left hand whilst using T Key to open cab door,Non-severe,0.001
SMIS4318153,2022-01-06 15:15:00.000,202110,Allerton LMD,Personal accident form,Fitter sustained injury while on duty,Non-severe,0.001
SMIS4318074,2022-01-06 17:45:00.000,202110,Oxford Up Carriage Sidings,Personal accident form,"Oxford based Driver STF at Oxford Down Yard, minor injury",Non-severe,0.001
SMIS4319519,2022-01-06 18:00:00.000,202110,Oxford MDU,Personal accident form,"PA - A Driver was walking along the authorised walking route through the down carriage sidings when they slipped on decaying wet vegetation on the walkway at Oxford Carriage Sidings, possible sprain to right ankle.",Non-severe,0.001
SMIS4330520,2022-01-07 00:00:00.000,202110,Crewe Gresty,Personal accident form,PA-236 Strained shoulder while closing valve,Non-severe,0.001
SMIS4318158,2022-01-07 11:30:00.000,202110,Newton Heath LMD (Manchester),Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4318173,2022-01-07 21:57:00.000,202110,Reading Traincare Depot,Personal accident form,Staff minor accident at Reading Traincare Depot,Non-severe,0.001
SMIS4318412,2022-01-08 11:45:00.000,202110,Crown Point LMD (Norwich),Personal accident form,Yard Assistant trapped hand in cab door,Non-severe,0.001
SMIS4321806,2022-01-09 15:00:00.000,202111,Selhurst Depot,Personal accident form,IP injured back when the panel fell when changing AC filters,Non-severe,0.001
SMIS4318238,2022-01-10 02:55:00.000,202111,Swindon Cocklebury Sidings,Personal accident form,"PA - the Central DU MOS was returning tools to the back of their van in the car park at Cocklebury Sidings Electrification School when they slipped into the rear metal bumper, banging their right knee.",Non-severe,0.001
SMIS4318234,2022-01-10 13:17:00.000,202111,Allerton LMD,Personal accident form,Depot driver injured finger,Non-severe,0.001
SMIS4318282,2022-01-10 16:00:00.000,202111,Ashford depot (carriage sidings),Personal accident form,PA RS - IP was hit on the temple by a stoneblower rain cap at Ashford IRIS 17702,Non-severe,0.001
SMIS4318273,2022-01-11 10:29:00.000,202111,Orpington Portacabins Cp MDU,Personal accident form,PA DU Orpington - MOS slipped down steps bruising and cutting his right elbow,Non-severe,0.001
SMIS4318271,2022-01-11 10:59:00.000,202111,East Croydon MDU,Personal accident form,PA - MMT whilst moving boxes at East Croydon had sustained a Strain to the lower back.,Severe 7,0.01
SMIS4318274,2022-01-11 11:50:00.000,202111,Bounds Green LMD,Personal accident form,PA - Pway staff member was unloading items from a vehicle and sustained a deep laceration to his groin at Bounds Green - IRIS-17740,Non-severe,0.001
SMIS4318844,2022-01-11 22:26:00.000,202111,Ipswich MDU,Personal accident form,Conductor STF on JSOP steps,Non-severe,0.001
SMIS4318356,2022-01-12 10:00:00.000,202111,Ashford depot (carriage sidings),Personal accident form,"RS - IP was working under machine 80201, turned and twisted his knee at Ashford Depot",Non-severe,0.001
SMIS4320069,2022-01-12 14:00:00.000,202111,Wembley Depot,Personal accident form,"607/22 – Staff Member hurt knee after moving pallet at Wembley Depot",Non-severe,0.001
SMIS4318366,2022-01-12 15:40:00.000,202111,Newton Heath LMD (Manchester),Personal accident form,Contractor sustained injury during duty,Non-severe,0.001
SMIS4318371,2022-01-12 16:10:00.000,202111,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Cleaner injured while on duty,Non-severe,0.001
SMIS4318531,2022-01-13 04:40:00.000,202111,Didcot Tmd,Personal accident form,Belated advice from Didcot BD&R team member of a personal injury early yesterday morning.,Specified,0.125
SMIS4318508,2022-01-13 07:30:00.000,202111,Newton Heath LMD (Manchester),Personal accident form,"Fitter struck by wrench, injury sustained",Severe 7,0.01
SMIS4318535,2022-01-14 01:00:00.000,202111,Peterborough Tcd,Personal accident form,"Member of Cambridgeshire groundstaff team reported when booking off duty, that whilst they were walking from 1 reception to 10 East In Peterborough Eastfield yard they slipped on frosty ballast and twisted their left knee.",Non-severe,0.001
SMIS4318485,2022-01-14 06:30:00.000,202111,Exeter New Yard,Personal accident form,"PA - a  Western Capital Delivery MOS whilst removing rail saddles from racking to load on the pickup one of the rail saddles caught on the shelf and dropped on his foot just behind the steel toecap, sustained bruising to their left foot at Exeter New Yard stores. SCO 49886",Non-severe,0.001
SMIS4318467,2022-01-14 10:00:00.000,202111,Sandiacre Depot,Personal accident form,PA – RS Maintenance fitter lost balance/fallen over and sustained injury to his back at Sandiacre Hoob. (IRIS 17784),Severe 7,0.01
SMIS4318564,2022-01-16 14:30:00.000,202111,Ashford depot (carriage sidings),Personal accident form,"Staff accident refitting part, Hitachi depot",Non-severe,0.001
SMIS4318454,2022-01-16 21:40:00.000,202111,Stoke On Trent MDU,Personal accident form,PA - Stafford DU Technician suffered minor knee an elbow injuries due to fall on uneven ground Stoke Yard.,Non-severe,0.001
SMIS4318734,2022-01-17 09:10:00.000,202111,Feltham Pway depot,Personal accident form,"Staff 05051 17/01/2022 Feltham Depot: DDM fell at the entrance gate, resulting in grazing to their left knee and injury to their right arm. Site of the accident was icy.",Non-severe,0.001
SMIS4318598,2022-01-17 09:27:00.000,202111,Eastcroft LMD (Nottingham),Personal accident form,Staff accident at Eastcroft Depot,Non-severe,0.001
SMIS4318626,2022-01-18 05:15:00.000,202111,Machynlleth LMD,Personal accident form,Minor Machynlleth Depot Employee has hit his thumb with a hammer,Non-severe,0.001
SMIS4318714,2022-01-18 08:40:00.000,202111,Newton Heath LMD (Manchester),Personal accident form,"Depot driver fell off unit, injury sustained",Severe 7,0.01
SMIS4320288,2022-01-19 02:00:00.000,202111,Hull LMD,Personal accident form,Fitter sustained injury on duty,Non-severe,0.001
SMIS4318777,2022-01-19 13:45:00.000,202111,Toton TMD,Personal accident form,Perrsonal injury to engineering staff member at toton TMD reported. Staff member boarded 66161 and closing the lcoo outer door to enter the engine compartment the door slammed shut on 3rd finger of right hand.,Severe 7,0.01
SMIS4318898,2022-01-19 22:30:00.000,202111,Exeter Olds View Depot MDU,Personal accident form,Accident to Contract Cleaner at Exeter Depot,Non-severe,0.001
SMIS4322055,2022-01-19 23:55:00.000,202111,Stewarts Lane LMD (London),Personal accident form,IP injured finger while cleaning shoe gear,Non-severe,0.001
SMIS4318812,2022-01-20 07:00:00.000,202111,Stourbridge Junction Sidings,Personal accident form,"PA - Saltley DU - Section Administrator injured wrist, knee and elbow due to tripping over some lights which had been left in bags on the floor at Stourbridge Depot.",Non-severe,0.001
SMIS4318857,2022-01-20 15:07:00.000,202111,"Margam Tcd, Unsupervised Book On, Yard, Old Tmd & Old Wrd",Personal accident form,Member of staff advises that he has cut his finger and the cut is deep and the bleeding has not stopped.,Non-severe,0.001
SMIS4318936,2022-01-21 03:30:00.000,202111,Etches Park LMD (Derby),Personal accident form,Staff accident at Etches Park Depot,Severe 7,0.01
SMIS4318915,2022-01-21 22:00:00.000,202111,Didcot Tmd,Personal accident form,PA - OLE Technician was loading scaffolding on to a flatbed at Didcot. Later in the shift the IPs back started to feel pain. IRIS 17968,Severe 7,0.01
SMIS4320303,2022-01-22 03:20:00.000,202111,Stourbridge Junction Sidings,Personal accident form,"896/22 – Staff Member twisted her ankle on ballast at Stourbridge Sidings",Non-severe,0.001
SMIS4319005,2022-01-23 09:00:00.000,202111,Haymarket LMD (Edinburgh),Personal accident form,Employee slips in depot,Non-severe,0.001
SMIS4319063,2022-01-23 14:00:00.000,202111,Haymarket LMD (Edinburgh),Personal accident form,Staff member hits emerency plunger and receieves an electrical shock,Non-severe,0.001
SMIS4319031,2022-01-24 11:15:00.000,202111,Eastcroft LMD (Nottingham),Personal accident form,Staff accident at Eastcroft Depot,Non-severe,0.001
SMIS4319221,2022-01-25 07:00:00.000,202111,DRS Crewe,Personal accident form,Personal Accident: Door caught eyebrow resulting in small cut,Non-severe,0.001
SMIS4319226,2022-01-25 22:30:00.000,202111,Haymarket LMD (Edinburgh),Personal accident form,Shunter fell over hurting ankle,Non-severe,0.001
SMIS4332685,2022-01-25 22:50:00.000,202111,Salisbury LMD,Personal accident form,Staff Accident 25/01/2022 Salisbury Traincare Depot: contracted cleaner had chewing gum remover drip into eye,Non-severe,0.001
SMIS4319212,2022-01-26 00:05:00.000,202111,Stourbridge Junction Sidings,Personal accident form,PA - Saltley DU Staff Accident - Operative twisted their ankle due to loosing footing whilst walking into the tool bin at Stourbridge Maintenance Depot.,Non-severe,0.001
SMIS4319608,2022-01-26 02:30:00.000,202111,Crown Point LMD (Norwich),Personal accident form,Stadler contractor strained leg,Non-severe,0.001
SMIS4319234,2022-01-26 13:00:00.000,202111,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Contractor sustained electric shock while on duty,Non-severe,0.001
SMIS4319705,2022-01-27 11:30:00.000,202111,Salisbury LMD,Personal accident form,"Staff SOROS5532 27/01/2022 Salisbury Traincare Depot: MB2 fitter knelt on object on 9 road, resulting in injury to their knee. Fitter sent home and advised to go to A&E. Resumed booked duties on 04/02.",Non-severe,0.001
SMIS4319310,2022-01-27 21:44:00.000,202111,Haymarket LMD (Edinburgh),Personal accident form,Staff member hurts thumb in depot,Non-severe,0.001
SMIS2261573,2022-01-28 04:30:00.000,202111,Toton TMD,Person in a prohibited area,Advised by the Toton PM that a member of staff who was working 60010 has cut his finger this was caused by the member of staff using a powered talk wrench to loosen  some bolts on a brake cylinder.,Non-severe,0.001
SMIS4319336,2022-01-28 10:30:00.000,202111,East Ham LMD (London),Personal accident form,East Ham Depot - Alstom Service Technician strained back whilst loosening torque reaction link,Non-severe,0.001
SMIS4319432,2022-01-29 19:07:00.000,202111,Machynlleth LMD,Personal accident form,Minor Machynlleth Depot  DVR cut thumb,Non-severe,0.001
SMIS4319415,2022-01-30 00:30:00.000,202111,Ramsgate Train Maintenance Depot,Personal accident form,Engineering accident Ramsgate depot; contractor dislocated thumb,Non-severe,0.001
SMIS4319368,2022-01-30 04:00:00.000,202111,Cardiff Canton Depot (Pass),Personal accident form,PA. Works Delivery staff tripped over a bag of track clips at Canton,Non-severe,0.001
SMIS4319353,2022-01-30 20:00:00.000,202111,Irvine Yard,Personal accident form,PA / Motherwell DU : MOS hurt right fore arm as access door to store blew onto arm at Irvine Depot,Non-severe,0.001
SMIS4319339,2022-01-30 21:45:00.000,202111,Ipswich MDU,Personal accident form,PA (Ipswich DU Coyles contractor) - Struck head on Iron man gear at Ipswich DU. Absence from work anticipated? NLT (source DCP signed level 1 report). IRIS 18446,Non-severe,0.001
SMIS4319438,2022-01-31 12:19:00.000,202111,Singlewell IMD,Personal accident form,PA - DU Singlewell MOS injured their thumb whilst using a door at Singlewell IRIS 18174,Non-severe,0.001
SMIS4339899,2022-01-31 12:25:00.000,202111,Wimbledon LMD (London),Personal accident form,Backlog - Laceration to top of head while closing cab window on Class 37,Non-severe,0.001
SMIS4330527,2022-02-01 00:00:00.000,202111,Crewe Gresty,Personal accident form,Head Injury as a result from sudden handbrake release,Non-severe,0.001
SMIS4329759,2022-02-01 00:00:00.000,202111,DRS Carlisle - Kingmoor,Personal accident form,IP slipped whilst changing wooden floor on wagon,Non-severe,0.001
SMIS4319571,2022-02-01 09:15:00.000,202111,Shields ET Depot,Personal accident form,Staff member was hit by a hot fragment of metal,Non-severe,0.001
SMIS4319511,2022-02-01 21:20:00.000,202111,Blackburn Depot - Mess Room,Personal accident form,PA: Lancs & Cumbria DU - Member of staff sustained a back injury after falling from a broken chair in the mess room at Blackburn.,Severe 7,0.01
SMIS4319977,2022-02-01 21:30:00.000,202111,Slade Green LMD,Personal accident form,Engineer slipped injuring back at Slade Green depot,Non-severe,0.001
SMIS4319600,2022-02-02 15:07:00.000,202111,Reading Traincare Depot,Personal accident form,Train Care Operative sustained a minor injury at Reading Traincare Depot (on board 165118),Non-severe,0.001
SMIS4320186,2022-02-02 22:30:00.000,202111,Neville Hill LMD (Ns) Northern Rail,Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4319602,2022-02-03 00:30:00.000,202111,Reading Traincare Depot,Personal accident form,"echnician at Reading Traincare Depot, dropped a packing block onto his foot - minor injury.",Non-severe,0.001
SMIS4319604,2022-02-03 03:40:00.000,202111,Bristol St Philips Marsh LMD,Personal accident form,Shunter at SPM Depot stepped on length of hose and twisted her ankle.,Severe 7,0.01
SMIS4319700,2022-02-03 10:00:00.000,202111,Exeter Olds View Depot MDU,Personal accident form,Electrical Contractor - Minor Accident at Exeter Depot,Non-severe,0.001
SMIS4319701,2022-02-03 11:00:00.000,202111,Bournemouth West LMD,Personal accident form,"Contractor SOROS5589 03/02/2022 Bournemouth: contracted fitter hit their index finger with a hammer when removing a seized nut on a fly door, resulting in a lasceration.",Non-severe,0.001
SMIS4319768,2022-02-03 14:30:00.000,202111,Crown Point LMD (Norwich),Personal accident form,Stadler contractor jolted back,Non-severe,0.001
SMIS4319706,2022-02-04 07:55:00.000,202111,Birkenhead Central LMD,Personal accident form,Employee Accident at Birkenhead Central Depot 04/02/22,Non-severe,0.001
SMIS4320456,2022-02-04 10:20:00.000,202111,Clayhills LMD (Aberdeen),Personal accident form,Contractor at Clayhills was assisting in moving a sleeper from under the rails but cut their finger in the process.,Non-severe,0.001
SMIS4319965,2022-02-04 16:15:00.000,202111,Selhurst Depot,Personal accident form,staff accident Selhurst Engineering,Specified,0.125
SMIS4319729,2022-02-05 04:00:00.000,202111,East Ham LMD (London),Personal accident form,East Ham Depot - Alstom Service Technician grazed finger whilst changing out an HVAC filter,Non-severe,0.001
SMIS4320013,2022-02-09 04:52:00.000,202112,Heaton LMD,Personal accident form,Driver reports striking their leg on an electrical box sticking out of the path at Heaton depot.,Non-severe,0.001
SMIS4320106,2022-02-10 08:30:00.000,202112,Hoo Junction,Personal accident form,"Advised by Maintenance Production Manager South that a wagon fitter at Hoo Junction has reported that, whilst he was carrying out maintenance work under wagon DB996595, he has twisted his ankle as he was manoeuvring himself under the wagon.",Non-severe,0.001
SMIS4320302,2022-02-10 22:00:00.000,202112,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Fitter sustained eye injury on duty,Non-severe,0.001
SMIS4320308,2022-02-11 13:45:00.000,202112,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Fitter sustained back injury,Severe 7,0.01
SMIS4320140,2022-02-11 17:44:00.000,202112,Canton Buildings MDU,Personal accident form,Minor Canton Depot Employee hurt ankle pushing wheel a frame,Severe 7,0.01
SMIS4320237,2022-02-12 09:00:00.000,202112,Salisbury LMD,Personal accident form,Staff SOROS5680 12/02/2022 Salisbury Traincare Depot: fitter suffered back injury whilst carrying out engine change on unit on 6 rd. Fitter fit to continue.,Non-severe,0.001
