"smis_reference","event_date","period","place","report_title","railway_operating_incident_type","description","owning_org","organisations_involved"
SMIS2631590,2021-12-15 21:08:00.000,202110,Bletchley LMD,Railway operating incident,Other wrongly authorised train movement: Shunter at Bletchley CS routed 5B30 onto No.3 road vice No.5 road,Shunter at Bletchley CS routed 5B30 onto No.3 road vice No.5 road.,West Midlands Trains,West Midlands Trains
SMIS45847,2021-12-16 00:00:00.000,202110,Whatley Yard,SPAD and operating incident form,Train runaway,Loco Runaway at Whatley,Freightliner Group,"DB Cargo (UK), Freightliner Group, Network Rail"
SMIS2631639,2021-12-18 13:15:00.000,202110,Birkenhead North LMD,Railway operating incident,Failed to follow safe system of work,OCC: Trolley moved outside of an isolation at Birkenhead North causing track circuit FGV to be highlighted,Network Rail,"Network Rail, VolkerRail"
SMIS2631627,2021-12-18 23:45:00.000,202110,Wembley Yard,Railway operating incident,Wrong route set for train,Wrong route - 5M50 22:37 Kings Cross – Wembley at WM779 signal in error to the 'C' Sidings vice Wembley Yard. Route taken.,Network Rail,"DB Cargo (UK), Network Rail"
SMIS2631803,2021-12-22 18:49:00.000,202110,Barking,Railway operating incident,Other: 3 wagons had to be detached due to being overweight for the route.,Advised by Dollands Moor International Operations Supervisor that the customer releases for 6O28 came through at 18:49.,DB Cargo (UK),DB Cargo (UK)
SMIS2631694,2021-12-22 21:37:00.000,202110,Tonbridge West Yard,Railway operating incident,Other: Near miss of railway staff,Near Miss – 6O70 - Tonbridge,GB Railfreight,"GB Railfreight, Network Rail"
SMIS2632190,2022-01-04 00:59:00.000,202110,Farnham LMD,Railway operating incident,Other: Unit moved with NTBMB attached,NTBMB incident 04/01/2022 Farnham: 8 car 450 unit moved approx 2 metres on CET road with NTBMB attached.,South Western Railway,South Western Railway
SMIS452792,2022-01-07 00:00:00.000,202110,Ryde LMD,SPAD and operating incident form,Other: Near miss event - not typically recorded.,Near Miss - 07/01/2022 - A check rail in the Ryde Esplanade area was found to be striking the inner face of wheel pans.  The IoW p-way team are conducting inspections to identify the suspect check rail.  The reason for the emergence of this problem appears to be the longer bogie wheelbase of Class 484 compared to Class 483.  The damage was found on exam.,South Western Railway,South Western Railway
SMIS2631922,2022-01-09 15:45:00.000,202111,Wembley Yard,Railway operating incident,Train authorised to proceed with points incorrectly set,OCC - Wembley Yard signaller authorised 5P85 14:20 Wembley TC - Euston over incorrectly set points at Wembley Yard.,Network Rail,"Network Rail, Avanti West Coast"
SMIS2631940,2022-01-10 09:25:00.000,202111,Canton Buildings MDU,Railway operating incident,Other: Shunt move HD01 (Loco and Coaches) with battery charger still connected to unit,Unit HD01 (Loco and Coaches) at Canton Depot shunted/moved with Battery charger still connected.,Transport for Wales Rail,Transport for Wales Rail
SMIS2632008,2022-01-12 22:58:00.000,202111,Peak Forest Tdc,Railway operating incident,Other: incorrect paperwork,"Reported by Cambridgeshire driver working PS0008 duty that 6L99, 22:58 Peak Forest - Ripple Lane has ran with no trainlist document on board, the only paperwork is a copy of the customer loading sheet which shows the wagon numbers in order and the loaded weights, no detail regarding train length, brake force or any wagon defects",DB Cargo (UK),DB Cargo (UK)
SMIS2632041,2022-01-16 19:14:00.000,202111,Crewe Sorting Siding North,Railway operating incident,Train authorised to proceed with points incorrectly set,Points run through: 69 points at Crewe Sorting Sidings North run through in possession,Network Rail,"Network Rail, Other, CrossCountry"
SMIS2632226,2022-01-17 15:40:00.000,202111,Bounds Green LMD,Railway operating incident,Other: safety system isolated,"17/01/22 5A59 / 1A70 / 5A70 180114 Safety System Isolated",Grand Central,"Grand Central, Hitachi, London North Eastern Railway"
SMIS2632172,2022-01-19 13:30:00.000,202111,Ryde LMD,Railway operating incident,Other train movement without authority: Left depot without shunters authority,Movement without authority 19/01/2022 Ryde St Johns: Driver of 484002 departed Ryde St Johns Traincare Depot without authority from the shunter .,South Western Railway,South Western Railway
SMIS452747,2022-01-19 13:30:00.000,202111,Ryde LMD,SPAD and operating incident form,Other incorrect train dispatch,Movement Without Authority - 19/01/2022  - The Driver of 484002 unit departed Ryde St Johns Traincare Depot without authority from the shunter whilst on a test run. The Driver had obtained permission to move from the signaller.,South Western Railway,South Western Railway
SMIS2632119,2022-01-19 20:26:00.000,202111,Dover Priory MDU,Railway operating incident,Wrong route set for train,Dover Shunter wrong routed an ECS train,Southeastern,Southeastern
SMIS2632419,2022-01-23 07:00:00.000,202111,Cambridge Adj Mill Rd MDU,Railway operating incident,Other: Points run through in depot,Points run through in depot,Greater Anglia,Greater Anglia
SMIS2632207,2022-01-25 05:45:00.000,202111,Kingsbury,Railway operating incident,,"6A11 21:52 Robeston Oil Refinery ? Theale Oil Sidings, 60007 + 24(L) = 2339(T) = 439(M) Advised by Network Rail Swindon that the crossing keeper at Kintbury has advised the Newbury Signalman that the train has gone passed his signal box emitting excess smoke.",DB Cargo (UK),"DB Cargo (UK), Other, CrossCountry"
SMIS2632240,2022-01-25 08:30:00.000,202111,Grain,Railway operating incident,Uneven train composition,"Loading irregularity received from North Kent SDM. They report ""The 6O26, Tallington to Thamesport was found to have one cassette and a series of 3 concrete segment loads on top of the cassette to have moved from the central position.",DB Cargo (UK),"DB Cargo (UK), Network Rail"
SMIS2632208,2022-01-25 08:59:00.000,202111,Doncaster (Modular Bldg) MDU,Railway operating incident,Other: Dangerous Goods Stickers Missing On Containers,DG Stickers missing on container – 4E11 - Masborough,GB Railfreight,GB Railfreight
SMIS2632400,2022-01-25 12:00:00.000,202111,Crewe Gresty,Railway operating incident,Failed to follow safe system of work,"OCC/LSR:  Project Management Team crossed the track at Crewe HOOB whilst shunting was ongoing, having not signed in and one not having PTS but wearing a white helmet  IRIS 18098",Network Rail,"DB Cargo (UK), Network Rail"
SMIS45854,2022-01-28 00:00:00.000,202111,York By Station/Iecc MDU,SPAD and operating incident form,Exiting possession,"0G02 Operational Irregularity at York",Freightliner Group,"Freightliner Group, Network Rail"
SMIS2634668,2022-01-28 14:00:00.000,202111,York Yard North,Railway operating incident,Other wrongly authorised train movement: No communication between the driver and Signaller,OCC - Y639 Stop board passed at York North Yard during unscheduled shunt move,Freightliner Group,"Freightliner Group, Network Rail"
SMIS2632567,2022-01-31 12:10:00.000,202111,Willesden,Railway operating incident,Signaller possession or line blockage incident,OCC -  Signaller gave permission for the PICOP to lay detonator protection for a T3 when a light engine was stabled on the approach to the signal of the T3 limit at Willesden Carriage Shed South. IRIS 18235,Network Rail,"GB Railfreight, Network Rail, Caledonian Sleeper Limited"
SMIS2632333,2022-02-01 19:51:00.000,202111,Bury St Edmunds Yard,Railway operating incident,Other: Freight train signalled into siding with GA unit stabled,OCC (WA Outer) - 6M44 18:51 Kennett – Stud Farm Quarry routed onto the occupied Up Siding at Bury St Edmunds with a stabled unit in the siding. IRIS 18222.,Network Rail,"DB Cargo (UK), Network Rail"
SMIS2632618,2022-02-02 02:40:00.000,202111,Tees Yard,Railway operating incident,Load not properly secured to vehicle,"4M51 - Container spotted off 1 spigot on relief at York",Direct Rail Services,"DB Cargo (UK), Direct Rail Services, Other, CrossCountry"
SMIS2632464,2022-02-02 14:47:00.000,202111,"Mossend Yard, Tcd, Euro-P, Ts5, Nch & Pd Sterlings",Railway operating incident,Handbrake left on (HBLO),Mobile Operative at Grangemouth reports that IKA 6849095169 has arrived on 4N30 14:47 Mossend - Grangmouth with a handbrake applied.,DB Cargo (UK),DB Cargo (UK)
SMIS2632424,2022-02-03 12:30:00.000,202111,Ashford depot (carriage sidings),Railway operating incident,Wrong route set for train,"A ""wrong roading"" incident at Ashford Down Sidings",Southeastern,Southeastern
SMIS2632447,2022-02-03 20:17:00.000,202111,Hull LMD,Railway operating incident,Signaller possession or line blockage incident,OCC-Signaller should have refused line blockage as stabled units should have had do not move notices at Hull Paragon.,Network Rail,"Network Rail, TransPennine Express"
SMIS2632428,2022-02-04 11:10:00.000,202111,Shoeburyness CSD,Railway operating incident,Train wrongly authorised or signalled into a possession or line blockage,OCC (NLL/TS Operations) Shoeburyness sidings possession irregularity - Train routed at Shoeburyness from the Yard with staff working.,Network Rail,"Network Rail, Trenitalia c2c"
SMIS2632579,2022-02-06 01:14:00.000,202112,Edge Hill Depot,Railway operating incident,Train wrongly authorised or signalled into an isolated section,OCC: Avanti shunt move at Edge Hill depot was signalled into an isolated OLE electrical section from LE108 signal.,Network Rail,"Network Rail, Avanti West Coast"
SMIS2632470,2022-02-06 16:40:00.000,202112,York Yard North,Railway operating incident,Train authorised to proceed with points incorrectly set,OCC - 4N01 (1700 York Yard – Tees) reported that the set of hand points ahead of the movement were clipped against the proposed movement at York Yard North.,Network Rail,"Freightliner Group, Freightliner Group, Network Rail, Network Rail"
SMIS2632533,2022-02-08 06:30:00.000,202112,Wimbledon LMD (London),Railway operating incident,Other train movement without authority: Moved from blocks without authority from shunter,Movement without authority 08/02/2022 Wimbledon Traincare Depot: unit moved from blocks of 17 road to the signal without authority from shunter.,South Western Railway,South Western Railway
SMIS2632590,2022-02-11 07:58:00.000,202112,Holbeck Jcn & Depot (Leeds),Railway operating incident,Train door incident,"1J02 07:58 Man Vic - Leeds reports a cab DOIT on unit 195018 at Holbeck Jn",Northern,"Network Rail, Northern"
SMIS2632621,2022-02-11 23:01:00.000,202112,Doncaster Belmont Yard,Railway operating incident,,Wrongly Loaded Eco – Fret – Doncaster iPort,GB Railfreight,"DB Cargo (UK), GB Railfreight"
SMIS454191,2022-02-12 03:34:00.000,202112,Toton TMD,SPAD and operating incident form,Other: Other: wagons were not load examined,"""9 Loaded KRA wagons arrived on 6D95 from Bescot 1/12/22, to go forward on 6E16 to Doncaster 2/12/22, on train prep groundstaff found that the wagons were not load examined as the cards stated Doncaster to EWS and not EWS to Doncaster.",DB Cargo (UK),DB Cargo (UK)
SMIS2632592,2022-02-12 11:00:00.000,202112,East Ham LMD (London),Railway operating incident,,OCC - Possession of East Ham depot sidings. Signaller unaware of possession was taken. IRIS 18633,Network Rail,"Network Rail, Trenitalia c2c"
SMIS2633259,2022-02-14 15:24:00.000,202112,Birkenhead North LMD,Railway operating incident,Other: release given to signaller with depot under possession,OCC:  Birkenhead North depot shunter gave signaller the release without it being requested when depot was under possession,Network Rail,"Merseyrail, Network Rail, Other, CrossCountry"
SMIS2633184,2022-02-15 12:00:00.000,202112,Stonebridge Park MDU,Railway operating incident,,OCC - Artisan did not identify defects on a distribution board at Stonebridge Park.,Network Rail,Network Rail
SMIS2632952,2022-02-18 00:00:00.000,202112,Orient Way,Railway operating incident,Other: Points run through in depot,Points run through in depot,Greater Anglia,Greater Anglia
SMIS2632797,2022-02-21 05:00:00.000,202112,Polmadie LMD (Glasgow),Railway operating incident,Other train movement without authority: Movement on depot.,"5M50 05:01 Polmadie Depot to Edinburgh SET: 390134 VEH: 69234; Driver incident, train movement without authority on depot.",Avanti West Coast,Avanti West Coast
SMIS2632785,2022-02-21 10:45:00.000,202112,Ilford LMD (London),Railway operating incident,,Near miss in depot,Greater Anglia,Greater Anglia
SMIS2632754,2022-02-21 19:06:00.000,202112,Tees Yard,Railway operating incident,Other: Isolated wagon,Isolated Wagon – 4S69 – Tees Dock,GB Railfreight,"DB Cargo (UK), GB Railfreight"
SMIS2632760,2022-02-22 09:50:00.000,202112,Neville Hill LMD (Ns) Northern Rail,Railway operating incident,Other: Low speed collision,"333008  reports a low speed collision after colliding with a rail deflector at Neville Hill",Northern,"Network Rail, Northern"
SMIS2632759,2022-02-22 21:16:00.000,202112,Heaton LMD,Railway operating incident,Other: Low speed collision,Low speed collision at Heaton depot with 156488,Northern,"Network Rail, Northern"
SMIS2632795,2022-02-23 13:00:00.000,202112,Hitchin Nightingale Road MDU,Railway operating incident,,OCC - premier rig tipped over at Hitchin DU being moved over uneven ground when undertaking ground investigation works. SCO 50104  IRIS 18773,Network Rail,"Bridgeway Consulting Ltd., Network Rail"
SMIS2632768,2022-02-23 17:37:00.000,202112,Whitemoor Yard,Railway operating incident,,"OCC - (Route Services) - Scaffolding platforms erected around HOB train, portion of train was not detached, whole train moved and pulled down scaffolding at Whitemoor Yard. No injuries. IRIS 18721",Network Rail,"GB Railfreight, Network Rail"
