"smis_reference","event_date","period","place","report_title","sub_event","personal_accident_type","fwi_2013"
SMIS4327336,2021-11-15 09:57:00.000,202109,Three Bridges MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315241,2021-11-15 14:30:00.000,202109,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315247,2021-11-15 17:35:00.000,202109,Exeter Olds View Depot MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4315299,2021-11-15 19:30:00.000,202109,Aylesbury LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4315397,2021-11-16 07:30:00.000,202109,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4315272,2021-11-16 08:16:00.000,202109,Newton Abbott MDU,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4315267,2021-11-16 10:40:00.000,202109,Peterborough Nene Sidings,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4318195,2021-11-17 00:00:00.000,202109,Doncaster Wood Yard,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315456,2021-11-17 13:00:00.000,202109,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317180,2021-11-17 21:30:00.000,202109,Stourbridge Junction Sidings,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315414,2021-11-18 07:40:00.000,202109,Ebbw Jct MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.125
SMIS4315443,2021-11-18 18:55:00.000,202109,Barton Mills LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4315506,2021-11-18 19:50:00.000,202109,Chester MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4319040,2021-11-18 21:10:00.000,202109,Shoeburyness CSD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4315516,2021-11-19 00:30:00.000,202109,Ashford depot (carriage sidings),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315499,2021-11-19 01:55:00.000,202109,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,"Slip, trip, fall",0.125
SMIS4317179,2021-11-19 04:25:00.000,202109,Aylesbury LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315575,2021-11-19 09:26:00.000,202109,Bournemouth West LMD,Personal accident form,person interaction,Interaction with an animal,0.001
SMIS4315464,2021-11-19 19:20:00.000,202109,Doncaster Marshgate Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315640,2021-11-19 21:40:00.000,202109,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315539,2021-11-20 00:44:00.000,202109,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Interaction with train,0.001
SMIS4315541,2021-11-20 11:07:00.000,202109,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316809,2021-11-20 12:00:00.000,202109,Bedford Grain Warehouse MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316028,2021-11-21 01:30:00.000,202109,Blackburn Bridge St MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.125
SMIS4316049,2021-11-21 16:00:00.000,202109,Inverness LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4315666,2021-11-22 01:00:00.000,202109,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315636,2021-11-22 12:30:00.000,202109,Strawberry Hill LMD (London),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS1711772,2021-11-23 12:25:00.000,202109,Shrub Hill LMD (Worcester),"Non-rail vehicle colliding with animal, object or another road vehicle",non rail vehicle collision,,0.001
SMIS4315766,2021-11-24 00:00:00.000,202109,Ashford depot (carriage sidings),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315752,2021-11-24 05:30:00.000,202109,Crewe Carriage Sidings,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4315739,2021-11-24 13:55:00.000,202109,East Croydon MDU,Personal accident form,awkward body movement,Awkward body movement,0.01
SMIS4316162,2021-11-25 07:40:00.000,202109,Allerton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4315838,2021-11-25 22:42:00.000,202109,Bristol Queen Anne Rd MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4315981,2021-11-26 13:33:00.000,202109,Penzance (Long Rock) LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4315973,2021-11-28 02:00:00.000,202109,Salisbury LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316610,2021-11-28 19:35:00.000,202109,Allerton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4330484,2021-11-29 00:00:00.000,202109,Freightliner Leeds,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4316013,2021-11-29 10:40:00.000,202109,Penzance (Long Rock) LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316200,2021-11-29 17:00:00.000,202109,Ramsgate MDU,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4316482,2021-11-30 02:15:00.000,202109,Guildford Up Carriage Sidings,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316203,2021-11-30 09:43:00.000,202109,Preston Butler St MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316320,2021-11-30 10:49:00.000,202109,Tyseley LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.125
SMIS4316139,2021-11-30 11:40:00.000,202109,Eastcroft LMD (Nottingham),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4316134,2021-12-01 07:30:00.000,202109,Treherbert depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316205,2021-12-01 12:00:00.000,202109,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316191,2021-12-01 12:40:00.000,202109,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Interaction with train,0.001
SMIS4316457,2021-12-02 01:45:00.000,202109,Darlington MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4327602,2021-12-02 12:30:00.000,202109,Selhurst Depot,Personal accident form,other event resulting in injury fatality,,0.001
SMIS4327732,2021-12-03 12:28:00.000,202109,Stewarts Lane LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4327755,2021-12-05 08:54:00.000,202109,Brighton Ced Swimu MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317805,2021-12-06 08:10:00.000,202109,Liverpool Heathfield St MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316591,2021-12-07 01:05:00.000,202109,Canton Buildings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4316733,2021-12-07 01:45:00.000,202109,Motherwell LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4319456,2021-12-07 03:15:00.000,202109,Brighton MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316541,2021-12-07 08:33:00.000,202109,Heaton LMD,Personal accident form,person interaction,Interaction with train,0.001
SMIS4316614,2021-12-07 15:30:00.000,202109,Blackpool MDU,Personal accident form,person interaction,Interaction with road vehicle,0.001
SMIS4316557,2021-12-07 16:25:00.000,202109,Orient Way,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4317125,2021-12-08 00:00:00.000,202109,Eastcroft LMD (Nottingham),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316539,2021-12-08 00:10:00.000,202109,Exeter Olds View Depot MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316952,2021-12-08 12:00:00.000,202109,Salisbury LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316746,2021-12-08 20:45:00.000,202109,Crewe Gresty,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316711,2021-12-09 22:00:00.000,202109,Ilford LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4319504,2021-12-10 00:54:00.000,202109,Hornsey LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316935,2021-12-10 04:00:00.000,202109,Crofton,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316860,2021-12-10 20:30:00.000,202109,Allerton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317051,2021-12-11 00:00:00.000,202109,Etches Park LMD (Derby),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316977,2021-12-11 00:00:00.000,202109,Allerton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317298,2021-12-11 03:00:00.000,202109,Aylesbury LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316833,2021-12-11 12:25:00.000,202109,Canton Buildings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317066,2021-12-11 21:29:00.000,202109,Crown Point LMD (Norwich),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4316770,2021-12-11 23:08:00.000,202109,Doncaster Marshgate MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4316994,2021-12-12 00:00:00.000,202110,Heaton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4318346,2021-12-12 13:15:00.000,202110,Southall Merrick Rd MDU,Personal accident form,person interaction,Interaction with train,0.001
SMIS4332735,2021-12-13 00:30:00.000,202110,Bournemouth West LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4316891,2021-12-13 14:00:00.000,202110,Singlewell IMD,Personal accident form,awkward body movement,Awkward body movement,0.01
SMIS4316906,2021-12-13 15:00:00.000,202110,Tees Yard,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4316898,2021-12-13 17:37:00.000,202110,Canton Buildings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4330485,2021-12-15 00:00:00.000,202110,Freightliner Manchester,Personal accident form,person exposed to a hazardous condition,Hazardous condition,0.001
SMIS4317124,2021-12-15 00:00:00.000,202110,Etches Park LMD (Derby),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317050,2021-12-15 11:19:00.000,202110,Salisbury LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4318005,2021-12-16 18:30:00.000,202110,Crown Point LMD (Norwich),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317431,2021-12-17 11:00:00.000,202110,Aylesbury LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317272,2021-12-18 01:55:00.000,202110,Exeter Olds View Depot MDU,Personal accident form,person interaction,Interaction with train,0.001
SMIS4317275,2021-12-18 08:45:00.000,202110,Penzance (Long Rock) LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317353,2021-12-19 01:50:00.000,202110,Eastcroft LMD (Nottingham),Personal accident form,person interaction,Interaction with train,0.001
SMIS4317521,2021-12-19 12:30:00.000,202110,Tyseley LMD,Personal accident form,person interaction,Interaction with train,0.001
SMIS4317279,2021-12-19 12:30:00.000,202110,Bristol St Philips Marsh LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4321070,2021-12-20 11:30:00.000,202110,Lovers Walk TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4321426,2021-12-21 01:30:00.000,202110,Bedford Midland Rd Yd MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317385,2021-12-21 08:00:00.000,202110,Morpeth MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4321121,2021-12-21 11:00:00.000,202110,Lovers Walk TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317426,2021-12-21 21:00:00.000,202110,Ramsgate Train Maintenance Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317835,2021-12-22 00:30:00.000,202110,Immingham,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4317782,2021-12-22 02:05:00.000,202110,Orient Way,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317455,2021-12-22 06:10:00.000,202110,Aberdeen MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317450,2021-12-22 08:00:00.000,202110,Ashford depot (carriage sidings),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317969,2021-12-23 01:00:00.000,202110,Allerton LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4318344,2021-12-23 06:30:00.000,202110,Sizewell Sidings LC,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317820,2021-12-23 08:35:00.000,202110,Doncaster Up Decoy,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317492,2021-12-23 15:30:00.000,202110,Eastleigh,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317503,2021-12-24 00:30:00.000,202110,Etches Park LMD (Derby),Personal accident form,person interaction,Interaction with train,0.001
SMIS4317843,2021-12-24 08:00:00.000,202110,Immingham,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317896,2021-12-25 12:30:00.000,202110,Bletchley LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4317902,2021-12-26 12:26:00.000,202110,Bletchley LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317568,2021-12-27 08:20:00.000,202110,Inverness LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4321694,2021-12-27 09:55:00.000,202110,Selhurst Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317928,2021-12-27 14:00:00.000,202110,Heaton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4317968,2021-12-27 15:30:00.000,202110,Wembley Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4317980,2021-12-28 04:25:00.000,202110,Sheffield LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
