"smis_reference","event_date","period","place","report_title","personal_accident_type","description"
SMIS351011,2022-11-22 11:58:00.000,202209,Rotherham Steel Terminal,Train derailment,,"Advised by the ground staff at Rotherhm Steel Terminal, That whilst shunting a set of 9 MBA wagons the 4th wagon has derailed on plain line on the concrete loading pad."
SMIS4338483,2022-11-22 14:15:00.000,202209,Ilford LMD (London),Personal accident form,"Interaction with plant, machine, equip or tool",Technician struck hand on air hose
SMIS453791,2022-11-22 21:55:00.000,202209,Ilford LMD (London),SPAD and operating incident form,,"CAT A SPAD - 710113 undertaking a shunt movement, passed L361 signal on the Outlet Road at Ilford Car Sheds at red."
SMIS4338260,2022-11-22 23:31:00.000,202209,Canton Buildings MDU,Personal accident form,"Interaction with plant, machine, equip or tool","Minor Canton Depot Employee injured nose, while re-coiling a hose on 20 road"
SMIS4338066,2022-11-22 23:45:00.000,202209,Pollokshields East MDU,Personal accident form,"Slip, trip, fall",Employee falls in depot on the tracks
SMIS4345082,2022-11-23 01:15:00.000,202209,Brighton MDU,Personal accident form,"Interaction with plant, machine, equip or tool",Brighton Train Crew Depot - 11/23/2022 1:15 AM
SMIS4338265,2022-11-23 01:30:00.000,202209,Newton Heath LMD (Manchester),Personal accident form,"Slip, trip, fall","Depot driver tripped on depot, injury sustained"
SMIS461152,2022-11-23 06:51:00.000,202209,Canton Buildings MDU,Train failure form,,"175115 20221123 TRUST 080593 WR150655 50 car SMS wiper broken"
SMIS4338046,2022-11-23 08:00:00.000,202209,Newton Heath LMD (Manchester),Personal accident form,"Slip, trip, fall","Fitter fell from platform, injury sustained"
SMIS453915,2022-11-23 09:00:00.000,202209,Tyseley LMD,SPAD and operating incident form,,Derailment at Tyseley Depot
SMIS474345,2022-11-23 09:33:00.000,202209,T193(CO) TSC/TYNE YARD (000000968184),Infrastructure failure and irregular signal aspect form,,COA - T193 reverted (YY-Y-YY-Y) infront of 9T15 (0748 Bedford - Brighton) due to an electrical fault
SMIS4337986,2022-11-23 09:45:00.000,202209,Clayhills LMD (Aberdeen),Personal accident form,"Interaction with plant, machine, equip or tool",Depot Emp sprayed with water and possible effluent after checking pump 4 of the CET system at Clayhills
SMIS4338036,2022-11-23 10:42:00.000,202209,Cricklewood Terminal,Personal accident form,Assault or abuse,PA - Pway staff verbally assaulted at Cricklewood
SMIS4338094,2022-11-23 12:15:00.000,202209,Canton Buildings MDU,Personal accident form,"Slip, trip, fall",Verbal Canton Depot Contractor fallen into a pot hole on the approach ramp
SMIS064278,2022-11-23 14:00:00.000,202209,Bletchley High Output South Delivery,Environmental contamination,,"Environmental (Cat 4): Whilst fuelling a machine at Compound 10aa in Bletchley,  a fine mist of diesel was discarded locally  SCO 51384"
SMIS461154,2022-11-23 15:20:00.000,202209,Canton Buildings MDU,Train failure form,,"175006 20221123 WR150736 50 car handrail loose."
SMIS351010,2022-11-23 19:14:00.000,202209,,Train derailment,,Derailment – 6E17 – Dove Holes Quarry - Peak Forest
SMIS461160,2022-11-24 10:57:00.000,202209,Canton Buildings MDU,Train failure form,,"170207 20221124 TRUST 084265 WR150820 banging/knocking noise above 50 mph"
SMIS4345097,2022-11-24 11:15:00.000,202209,Brighton Ced Swimu MDU,Personal accident form,,Brighton Engineering Depot Production - 24/11/2022 11:15
SMIS3721510,2022-11-24 11:45:00.000,202209,Barway Sidings AHB,"Train striking or struck by animal, object or road vehicle",,LC Near Miss - 4L28 (Doncaster IPORT GBRF – Felixstowe South GBRF) reported a near miss at Barway Sidings AHB level crossing with a van.
SMIS4338641,2022-11-24 16:08:00.000,202209,Tyseley LMD,Personal accident form,Interaction with train,Contractor working under 196113 was struck by panel and said to have fainted at Tyseley Depot
SMIS4338184,2022-11-24 23:05:00.000,202209,Plymouth (Laira) Diesel LMD,Personal accident form,"Slip, trip, fall",Driver STF accident at Laira Depot
SMIS481374,2022-11-25 00:00:00.000,202209,Machynlleth LMD,Control system form,,"158834 20221124 WR150922 52 end ERTMS BTM subsystem failure."
SMIS064317,2022-11-25 00:00:00.000,202209,Brighton Ced Swimu MDU,Environmental contamination,,Environmental - Cap Del WD Minor Diesel spill 1 litre at Works Delivery Brighton.
SMIS351012,2022-11-25 00:09:00.000,202209,Crewe Gresty,Train derailment,,Locomotive 66571 derailment Basford Hall
SMIS461161,2022-11-25 00:43:00.000,202209,Canton Buildings MDU,Train failure form,,"175106 20221125 WR150905 50 car day headlight out"
SMIS448492,2022-11-25 01:08:00.000,202209,Ilford LMD (London),Public behaviour form,,PIPA Depot Ilford
SMIS454008,2022-11-25 04:08:00.000,202209,Angerstein Yard,SPAD and operating incident form,,Advised by staff at Angerstein Wharf that wagon HRA 7067 230371 has been loaded after having exceeded it's mandatory maintenance window and now being Cripple H for PPM. Wagon released under FVMC procedure with Maintrol after staff confirmed the vehicle had been fully RST'ed and was in a safe state to travel for One Loaded Journey.
SMIS4338131,2022-11-25 04:30:00.000,202209,Sudbury Dock,Personal accident form,"Slip, trip, fall",Driver STF in sidings
SMIS461189,2022-11-25 05:46:00.000,202209,"Margam Tcd, Unsupervised Book On, Yard, Old Tmd & Old Wrd",Train failure form,,"6M81, 03:47 Margam - Round Oak has activated Marshfield Up Relief GOTCHA, the driver is being advised to proceed to Llanwern at a maximum speed of 30mph where the wagon will be removed from the train."
SMIS461162,2022-11-25 06:29:00.000,202209,Canton Buildings MDU,Train failure form,,"170207 20221125 WR150930 79 car banging noise and body bouncing"
SMIS3721515,2022-11-25 07:46:00.000,202209,East Ham Depot,"Train striking or struck by animal, object or road vehicle",,TSBS - 1F63  (06:11 Shoeburyness - London Fenchurch Street ) The train had struck a chair on the line between East Ham Electric Multiple Unit Maintenance Depot - West Ham Station
SMIS448377,2022-11-25 12:42:00.000,202209,LINBY COLLIERY SIDINGS,Public behaviour form,,Misuse Linby Colliery FPC 12:50   The driver of 2D11 (EMR 1139 Worksop - Notts) had applied the emergency brake approaching Linby Colliery ABCL with an elderly lady very slow to cross
SMIS448445,2022-11-25 12:44:00.000,202209,Woolwich Dockyard,Public behaviour form,,"Trespass, 9P28 train reports a male was on the track at Woolwich Dockyard"
SMIS448452,2022-11-25 12:44:00.000,202209,Woolwich Dockyard,Public behaviour form,,Trespass Woolwich Dockyard Station 12:44  The driver of 9P28 11:28 RAINHAM (KENT) - LUTON had reported a male was on the track at Woolwich Dockyard and had climbed on to the platform as the train had approached
SMIS1714042,2022-11-25 19:31:00.000,202209,Aberdeen MDU,"Non-rail vehicle colliding with animal, object or another road vehicle",,"Reported by Scottish hub driver that the vehicle for him to drive back from Aberdeen Saturday morning, BK19 0MA, has defective windscreen wash pump and is unsafe, furthermore that he has been informed that the breakdown cover for the vehicle expired in June '22. 20:50 -"
SMIS1819233,2022-11-25 21:55:00.000,202209,Rushey Sidings LC,"Object, road vehicle or animal on or near the line",,Object on the line Rushey sidings Level Crossing  21:55 – A call had been received from Notts F&R that they had received a report of a wardrobe on the line at Rushey Sidings Level Crossing
SMIS455200,2022-11-27 00:00:00.000,202209,Selhurst Depot,SPAD and operating incident form,,Signal Passed at Danger
SMIS453877,2022-11-27 04:35:00.000,202209,Doncaster Marshgate Depot,SPAD and operating incident form,,Points run through - A Road Rail Vehicle (RRV) while propelling a trailer across Marshgate Junction ran through No.2472C points with the trailer at Doncaster.  SCO 51414 IRIS 24667
SMIS4339391,2022-11-27 06:20:00.000,202209,Llanrwst MDU,Personal accident form,"Slip, trip, fall","Belated report of a Personal Injury from a Llanwern Terminal Support Worker:- On the 27/11/22 at around 6.20am, I came out of our portacabin to enter the DB cargo main cabin to get changed ready for my shift when I lost my footing and fell to the ground"
SMIS458442,2022-11-27 16:00:00.000,202209,Selhurst Depot,SPAD and operating incident form,,SPAD Selhurst Engineering S21 Signal
SMIS453960,2022-11-27 21:20:00.000,202209,,SPAD and operating incident form,,"6H79, 18:10 Immingham Hit - Drax, that having arrived at Drax and in the process of discharging the train the groundstaff have inserted the castell key into wagon 7006 981067 in readiness to discharge and one of the hoppers has instantly opened and spilt product prior to the hopper."
SMIS4338271,2022-11-27 22:30:00.000,202209,Newton Heath LMD (Manchester),Personal accident form,Hazardous condition,Depot driver sustained injury
SMIS461191,2022-11-28 03:45:00.000,202209,Daventry Depot,Train failure form,,"Advised by NR Scotland that 4S49, 21:16 Daventry - Grangemouth, has had a level 2 GOTCHA activation on the Down Main at Braidwood, axle 10 LHS, the driver is being advised to proceed at a maximum speed of 40mph to Mossend yard. Driver CS0071, loco 90037 & 90020 - Q-TRON download required."
SMIS3721544,2022-11-28 11:20:00.000,202209,Peak Forest Tdc,"Train striking or struck by animal, object or road vehicle",,Advised by the Ground Staff at Peak Forest that a collision has taken place whilst wagons was being shunted in the Up Sidings at Peak Forest.
SMIS4338348,2022-11-28 11:21:00.000,202209,Canton Buildings MDU,Personal accident form,Hazardous susbstance,Minor Canton Deport Employee had furl in his eye
SMIS4340509,2022-11-28 11:59:00.000,202209,Wembley Depot,Personal accident form,"Slip, trip, fall","16044/22 – Driver fell when alighting Unit 165035 at Wembley Depot"
SMIS461195,2022-11-28 17:26:00.000,202209,Freightliner Coatbridge,Train failure form,,"4M80 wagon brake defect Coatbridge"
SMIS351064,2022-11-28 20:55:00.000,202209,Selhurst Depot,Train derailment,,Derailment Selhurst Depot
SMIS461194,2022-11-29 00:00:00.000,202209,Blackpool MDU,Train failure form,,"195133 reports a Yaw damper crack at Blackpoool TSP"
SMIS454052,2022-11-29 00:00:00.000,202209,Dartford Sidings,SPAD and operating incident form,,Stop short in Dartford sidings; 5N14
SMIS461252,2022-11-29 12:55:00.000,202209,Hitchin sidings,Train failure form,,"6M53 Hitchin NACO 3922 & NACO 3906 Intermittent Dragging Brake"
SMIS4345221,2022-11-29 13:18:00.000,202209,Brighton Ced Swimu MDU,Personal accident form,,Brighton Engineering Depot - 29/11/2022 13:18
SMIS454076,2022-11-29 17:29:00.000,202209,West Drayton Yard,SPAD and operating incident form,,"6Z86 routed into East Usk without authority"
SMIS4338469,2022-11-29 20:58:00.000,202209,Reading Traincare Depot,Personal accident form,"Slip, trip, fall",STF accident to a Manoeuvrer at Reading Traincare Depot
SMIS454099,2022-11-30 00:00:00.000,202209,Neville Hill LMD (Ns) Northern Rail,SPAD and operating incident form,,"5G85 16:39 Neville hill - Heaton ran through points at Neville hill"
SMIS454100,2022-11-30 00:00:00.000,202209,Hull LMD,SPAD and operating incident form,,Unit 158901 entered Hull Botanic through a possession with authority
SMIS455206,2022-11-30 00:00:00.000,202209,St Leonards LMD,SPAD and operating incident form,,Signal passed at danger
SMIS4338493,2022-11-30 02:04:00.000,202209,Slade Green LMD,Personal accident form,Hazardous condition,Slade Green engineer reports being exposed to train horn in proximity
SMIS4345239,2022-11-30 05:10:00.000,202209,Bedford Midland LMD,Personal accident form,"Slip, trip, fall",Bedford Carriage Sidings - 30/11/2022 05:10
SMIS448554,2022-11-30 07:37:00.000,202209,Canterbury West MDU,Public behaviour form,,Vandalism - Break-in at Canterbury ECR Depot with reported stolen equiptment
SMIS4339446,2022-11-30 09:00:00.000,202209,Corkerhill CSMD,Personal accident form,"Interaction with plant, machine, equip or tool",Employee hurts hand manual handling
SMIS351015,2022-11-30 10:02:00.000,202209,Immingham,Train derailment,,Derailment – 4R15 – Immingham HIT
SMIS4338735,2022-11-30 11:00:00.000,202209,Haymarket LMD (Edinburgh),Personal accident form,"Interaction with plant, machine, equip or tool",Employee hurts foot
SMIS1714051,2022-11-30 11:51:00.000,202209,BROMYARD ROAD   A417 UNDER   HEADROOM 14,"Non-rail vehicle colliding with animal, object or another road vehicle",,Bridge Strike -WAH 136m 12.5ch - Crane struck bridge between Ledbury Station and Hereford Station (Amber) WAH
SMIS4338513,2022-11-30 12:15:00.000,202209,Eastleigh Long Welded Rail Depot,Personal accident form,"Slip, trip, fall",PA (Route Services) - Member of staff walking along low-level walkway at Eastleigh slipped off and fractured their left leg at Eastleigh long welded rail depot. IRIS: 24720.
SMIS458445,2022-11-30 13:42:00.000,202209,St Leonards LMD,SPAD and operating incident form,,SPAD ST Leonards Engineering
SMIS1819595,2022-11-30 15:30:00.000,202209,Quaker's Yard,"Object, road vehicle or animal on or near the line",,Pick-up truck canopy is lodged in the trees above the railway line between the Viaduct and Road Bridge in the Quakers Yard area
SMIS454074,2022-11-30 17:23:00.000,202209,Neville Hill Depot East console,SPAD and operating incident form,,OCC - 5G85 16.39 Neville Hill Depot-Heaton CS ran through PP7 and PP8 points at Neville Hill Depot
SMIS3721549,2022-11-30 20:20:00.000,202209,Holbeck Jcn & Depot (Leeds),"Train striking or struck by animal, object or road vehicle",,TSBS - 1Y99 (20:04 Leeds - Sheffield) The train had objects thrown at it on the line between Holbeck Depot Junction and Hunslet Station Junction
SMIS449936,2022-12-01 00:00:00.000,202209,Wembley Depot,Public behaviour form,,"16247/22 – Graffiti on Unit 168003 at Wembley Depot"
SMIS448791,2022-12-01 01:02:00.000,202209,Millerhill,Public behaviour form,,Millerhill Shunter advises that a passenger has been overcarried into the depot on 5R46 Edinburgh to Millerhill Depot.
SMIS461268,2022-12-01 08:34:00.000,202209,Freightliner Felixstowe,Train failure form,,"4M94 dragging brakes Felixstowe"
SMIS3721569,2022-12-01 09:18:00.000,202209,Crewe Gresty,"Train striking or struck by animal, object or road vehicle",,Car parked incorrectly at Basford Hall struck by handbrake wheel
SMIS1819257,2022-12-01 12:45:00.000,202209,Canton Buildings MDU,"Object, road vehicle or animal on or near the line",,Excavator bucket swung in vicinity of 170203 at Canton Depot
SMIS4338591,2022-12-01 14:01:00.000,202209,London Gateway Depot,Personal accident form,Awkward body movement,Personal Injury – London Gateway
